rank_id	snv	bi_allelic	singleton	release_adj	bin	min_score	max_score	n	n_ins	n_del	n_ti	n_tv	n_1bp_indel	n_mod3bp_indel	n_clinvar	n_singleton	n_validated_de_novos	n_high_confidence_de_novos	n_de_novo	n_trans_singletons	n_untrans_singletons	n_train_trans_singletons	n_omni	n_mills	n_hapmap	n_kgp_high_conf_snvs	fail_hard_filters	n_vqsr_pos_train	n_vqsr_neg_train	model	n_biallelic	data_type
adj_biallelic_rank	False	True	False	True	8	4.54	4.74	79	17	62	0	0	30	16	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	VQSR	79	exomes
adj_biallelic_rank	False	True	False	True	9	0.8607200320271461	0.8637787355722139	89	9	80	0	0	36	26	1	0	0	0	0	1	0	1	0	1	0	0	0	6	2	RF	89	exomes
adj_biallelic_rank	False	True	False	True	9	4.36	4.54	69	12	57	0	0	38	11	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	VQSR	69	exomes
adj_biallelic_rank	False	True	False	True	10	0.8581335212096937	0.8606607470160966	78	17	61	0	0	25	25	1	0	0	0	0	3	0	3	0	0	0	0	0	3	3	RF	78	exomes
adj_biallelic_rank	False	True	False	True	10	4.17	4.35	87	16	71	0	0	42	18	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	VQSR	87	exomes
adj_biallelic_rank	False	True	False	True	11	0.8562222422116376	0.8581033235854536	80	19	61	0	0	46	19	0	0	0	0	0	1	1	1	0	6	0	0	0	10	2	RF	80	exomes
adj_biallelic_rank	False	True	False	True	11	3.99	4.17	91	28	63	0	0	45	23	0	0	0	0	0	2	0	2	0	0	0	0	0	9	0	VQSR	91	exomes
adj_biallelic_rank	False	True	False	True	12	0.855403218203329	0.8561509936236423	99	23	76	0	0	55	14	0	0	0	0	0	1	0	1	0	2	0	0	0	9	0	RF	99	exomes
adj_biallelic_rank	False	True	False	True	12	3.79	3.97	99	28	71	0	0	48	19	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	VQSR	99	exomes
adj_biallelic_rank	False	True	False	True	13	0.8542907596088801	0.8553731346694458	95	19	76	0	0	46	12	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	RF	95	exomes
adj_biallelic_rank	False	True	False	True	13	3.6	3.79	93	17	76	0	0	44	19	0	0	0	0	0	2	0	3	0	7	0	0	0	11	0	VQSR	93	exomes
adj_biallelic_rank	False	True	False	True	14	0.8518102648090942	0.8542802945938714	91	15	76	0	0	55	12	1	0	0	0	0	3	0	3	0	13	0	0	0	16	2	RF	91	exomes
adj_biallelic_rank	False	True	False	True	14	3.4	3.59	83	15	68	0	0	32	22	1	0	0	0	0	0	0	0	0	4	0	0	2	15	0	VQSR	83	exomes
adj_biallelic_rank	False	True	False	True	15	0.8505107779479898	0.8516349214184074	94	26	68	0	0	60	16	1	0	0	0	0	2	0	2	0	20	0	0	0	24	1	RF	94	exomes
adj_biallelic_rank	False	True	False	True	15	3.2	3.39	88	20	68	0	0	36	26	1	0	0	0	0	5	0	5	0	3	0	0	5	10	0	VQSR	88	exomes
adj_biallelic_rank	False	True	False	True	16	0.8495107177207318	0.8505107779479898	74	21	53	0	0	42	12	0	0	0	0	0	2	0	2	0	1	0	0	0	3	0	RF	74	exomes
adj_biallelic_rank	False	True	False	True	16	3.04	3.19	71	16	55	0	0	35	12	0	0	0	0	0	1	0	1	0	1	0	0	2	9	0	VQSR	71	exomes
adj_biallelic_rank	False	True	False	True	17	0.8475850877135537	0.8494448776534023	75	11	64	0	0	34	20	0	0	0	0	0	1	0	1	0	1	0	0	0	4	0	RF	75	exomes
adj_biallelic_rank	False	True	False	True	17	2.96	3.04	95	27	68	0	0	55	15	1	0	0	0	0	1	0	1	0	0	0	0	2	2	0	VQSR	95	exomes
adj_biallelic_rank	False	True	False	True	18	0.8445742597137802	0.8475216252632105	82	23	59	0	0	46	15	0	0	0	1	0	1	0	1	0	1	0	0	0	2	2	RF	82	exomes
adj_biallelic_rank	False	True	False	True	18	2.88	2.96	98	27	71	0	0	49	17	1	0	0	0	0	1	0	1	0	0	0	0	1	5	0	VQSR	98	exomes
adj_biallelic_rank	False	True	False	True	19	0.8417316858764439	0.8445143258220303	87	21	66	0	0	47	17	0	0	0	0	0	2	0	3	0	4	0	0	0	6	4	RF	87	exomes
adj_biallelic_rank	False	True	False	True	19	2.81	2.88	104	22	82	0	0	59	18	0	0	0	0	0	3	0	3	0	1	0	0	1	4	0	VQSR	104	exomes
adj_biallelic_rank	False	True	False	True	20	0.8385036374927514	0.8417007700147165	69	19	50	0	0	30	13	1	0	0	0	0	1	0	1	0	2	0	0	0	5	0	RF	69	exomes
adj_biallelic_rank	False	True	False	True	20	2.73	2.8	82	29	53	0	0	45	12	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	VQSR	82	exomes
adj_biallelic_rank	False	True	False	True	21	0.8343017495362306	0.8384174021143982	53	10	43	0	0	24	9	1	0	0	0	0	1	1	1	0	3	0	0	0	5	1	RF	53	exomes
adj_biallelic_rank	False	True	False	True	21	2.65	2.72	91	26	65	0	0	50	15	1	0	0	0	0	1	1	1	0	0	0	0	2	1	0	VQSR	91	exomes
adj_biallelic_rank	False	True	False	True	22	0.8294684144101698	0.8342052417379908	74	18	56	0	0	42	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	RF	74	exomes
adj_biallelic_rank	False	True	False	True	22	2.57	2.64	88	32	56	0	0	44	19	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	VQSR	88	exomes
adj_biallelic_rank	False	True	False	True	23	0.8255948062716656	0.8293616846970837	80	20	60	0	0	35	32	0	0	0	0	0	2	0	2	0	2	0	0	0	6	2	RF	80	exomes
adj_biallelic_rank	False	True	False	True	23	2.49	2.56	67	17	50	0	0	45	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	VQSR	67	exomes
adj_biallelic_rank	False	True	False	True	24	0.8228754932461632	0.8255720726570853	89	23	66	0	0	27	31	1	0	0	0	0	2	0	3	0	0	0	0	0	3	1	RF	89	exomes
adj_biallelic_rank	False	True	False	True	24	2.41	2.49	80	24	56	0	0	37	16	0	0	0	0	0	4	0	4	0	0	0	0	0	2	0	VQSR	80	exomes
adj_biallelic_rank	False	True	False	True	25	0.8211707847772324	0.8227583394728116	77	16	61	0	0	23	27	1	0	0	0	0	1	0	1	0	0	0	0	0	3	1	RF	77	exomes
adj_biallelic_rank	False	True	False	True	25	2.34	2.41	66	19	47	0	0	31	11	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	VQSR	66	exomes
adj_biallelic_rank	False	True	False	True	26	0.8184912133699578	0.8210628028161562	94	16	78	0	0	28	35	0	0	0	0	0	1	0	1	0	1	0	0	0	5	0	RF	94	exomes
adj_biallelic_rank	False	True	False	True	26	2.27	2.34	80	12	68	0	0	36	16	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	VQSR	80	exomes
adj_biallelic_rank	False	True	False	True	27	0.8161686511098765	0.8184912133699578	74	15	59	0	0	19	28	0	0	0	0	0	1	0	1	0	0	0	0	0	3	1	RF	74	exomes
adj_biallelic_rank	False	True	False	True	27	2.21	2.27	70	12	58	0	0	24	19	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	VQSR	70	exomes
adj_biallelic_rank	False	True	False	True	28	0.8133921455341332	0.8159599404301304	65	17	48	0	0	8	26	0	0	0	0	0	1	0	1	0	3	0	0	0	5	1	RF	65	exomes
adj_biallelic_rank	False	True	False	True	28	2.15	2.21	64	10	54	0	0	25	11	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	VQSR	64	exomes
adj_biallelic_rank	False	True	False	True	29	0.8106795967674371	0.8133018045952811	83	19	64	0	0	34	20	0	0	0	0	0	5	0	5	0	3	0	0	0	5	2	RF	83	exomes
adj_biallelic_rank	False	True	False	True	29	2.1	2.15	86	16	70	0	0	39	20	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	VQSR	86	exomes
adj_biallelic_rank	False	True	False	True	30	0.8075176093451427	0.8106070776438257	64	13	51	0	0	27	13	1	0	0	0	0	0	0	0	0	1	0	0	0	2	5	RF	64	exomes
adj_biallelic_rank	False	True	False	True	30	2.05	2.1	65	18	47	0	0	22	20	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	VQSR	65	exomes
adj_biallelic_rank	False	True	False	True	31	0.8030666446607336	0.8070383583305175	59	8	51	0	0	28	16	1	0	0	0	0	2	0	2	0	3	0	0	0	7	1	RF	59	exomes
adj_biallelic_rank	False	True	False	True	31	1.99	2.05	62	15	47	0	0	23	20	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	VQSR	62	exomes
adj_biallelic_rank	False	True	False	True	32	0.798584441329896	0.802944681621943	69	15	54	0	0	27	17	0	0	0	0	0	1	0	1	0	4	0	0	0	5	4	RF	69	exomes
adj_biallelic_rank	False	True	False	True	32	1.94	1.99	69	20	49	0	0	35	11	1	0	0	0	0	2	0	2	0	1	0	0	0	2	0	VQSR	69	exomes
adj_biallelic_rank	False	True	False	True	33	0.7931049765316657	0.7984574237727998	61	17	44	0	0	29	16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	RF	61	exomes
adj_biallelic_rank	False	True	False	True	33	1.89	1.94	87	24	63	0	0	41	24	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	VQSR	87	exomes
adj_biallelic_rank	False	True	False	True	34	0.7891001751414961	0.7930347205342889	78	20	58	0	0	29	20	1	0	0	0	0	0	0	0	0	2	0	0	2	2	2	RF	78	exomes
adj_biallelic_rank	False	True	False	True	34	1.84	1.89	61	13	48	0	0	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VQSR	61	exomes
adj_biallelic_rank	False	True	False	True	35	0.7864560798661383	0.7890081989125659	76	17	59	0	0	38	12	0	0	0	0	0	2	0	2	0	0	0	0	0	3	1	RF	76	exomes
adj_biallelic_rank	False	True	False	True	35	1.79	1.84	58	8	50	0	0	22	17	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	VQSR	58	exomes
adj_biallelic_rank	False	True	False	True	36	0.7838526411335076	0.7862955263564582	78	21	57	0	0	47	11	0	0	0	0	0	1	0	1	0	2	0	0	0	6	0	RF	78	exomes
adj_biallelic_rank	False	True	False	True	36	1.74	1.79	58	14	44	0	0	26	13	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	VQSR	58	exomes
adj_biallelic_rank	False	True	False	True	37	0.7814320123011859	0.7837742705246081	61	17	44	0	0	38	9	1	0	0	0	0	1	0	1	0	0	0	0	0	2	1	RF	61	exomes
adj_biallelic_rank	False	True	False	True	37	1.68	1.73	75	22	53	0	0	28	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	VQSR	75	exomes
adj_biallelic_rank	False	True	False	True	38	0.7784245676779283	0.7814311202126716	77	24	53	0	0	46	8	0	0	0	0	0	1	0	1	0	2	0	0	0	3	1	RF	77	exomes
adj_biallelic_rank	False	True	False	True	38	1.63	1.68	68	16	52	0	0	26	23	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	VQSR	68	exomes
adj_biallelic_rank	False	True	False	True	39	0.7753956255248416	0.7784245676779283	59	14	45	0	0	25	13	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	RF	59	exomes
adj_biallelic_rank	False	True	False	True	39	1.57	1.62	67	14	53	0	0	29	12	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	VQSR	67	exomes
adj_biallelic_rank	False	True	False	True	40	0.772497066175261	0.7753414340612307	63	17	46	0	0	36	8	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	RF	63	exomes
adj_biallelic_rank	False	True	False	True	40	1.51	1.56	48	16	32	0	0	25	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	VQSR	48	exomes
adj_biallelic_rank	False	True	False	True	41	0.7692205282288767	0.7724068690580133	78	21	57	0	0	33	13	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	RF	78	exomes
adj_biallelic_rank	False	True	False	True	41	1.45	1.5	60	18	42	0	0	29	9	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	VQSR	60	exomes
adj_biallelic_rank	False	True	False	True	42	0.766870127813763	0.7691463766497698	56	19	37	0	0	25	14	0	0	0	0	0	0	1	0	0	2	0	0	0	3	1	RF	56	exomes
adj_biallelic_rank	False	True	False	True	42	1.39	1.45	50	9	41	0	0	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VQSR	50	exomes
adj_biallelic_rank	False	True	False	True	43	0.7647057171089577	0.766826369765897	52	17	35	0	0	25	12	0	0	0	0	0	1	0	1	0	1	0	0	0	2	1	RF	52	exomes
adj_biallelic_rank	False	True	False	True	43	1.33	1.38	67	17	50	0	0	21	18	0	0	0	0	0	2	0	2	0	1	0	0	0	1	0	VQSR	67	exomes
adj_biallelic_rank	False	True	False	True	44	0.7625808659829234	0.7646381618194805	49	12	37	0	0	16	15	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	RF	49	exomes
adj_biallelic_rank	False	True	False	True	44	1.27	1.33	68	22	46	0	0	37	14	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	VQSR	68	exomes
adj_biallelic_rank	False	True	False	True	45	0.7600452880276278	0.7625209235394574	55	19	36	0	0	20	17	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	RF	55	exomes
adj_biallelic_rank	False	True	False	True	45	1.21	1.26	59	20	39	0	0	25	12	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	VQSR	59	exomes
adj_biallelic_rank	False	True	False	True	46	0.7570034177434655	0.7599544836679869	57	19	38	0	0	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	RF	57	exomes
adj_biallelic_rank	False	True	False	True	46	1.15	1.2	73	25	48	0	0	40	15	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	VQSR	73	exomes
adj_biallelic_rank	False	True	False	True	47	0.7533378943633213	0.7568385749452882	55	16	39	0	0	28	6	0	0	0	0	0	4	1	4	0	1	0	0	0	3	2	RF	55	exomes
adj_biallelic_rank	False	True	False	True	47	1.1	1.15	59	12	47	0	0	29	15	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0	VQSR	59	exomes
adj_biallelic_rank	False	True	False	True	48	0.7495083633232315	0.7531209650741806	42	10	32	0	0	13	16	1	0	0	0	0	2	0	2	0	0	0	0	0	2	3	RF	42	exomes
adj_biallelic_rank	False	True	False	True	48	1.06	1.1	80	19	61	0	0	46	18	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	VQSR	80	exomes
adj_biallelic_rank	False	True	False	True	49	0.7456751988676863	0.7493440989711637	60	17	43	0	0	22	14	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	RF	60	exomes
adj_biallelic_rank	False	True	False	True	49	1.01	1.05	74	26	48	0	0	49	14	1	0	0	0	0	1	0	1	0	0	0	0	5	0	1	VQSR	74	exomes
adj_biallelic_rank	False	True	False	True	50	0.7422816106491171	0.7454806827910975	58	17	41	0	0	23	16	0	0	0	0	0	2	0	2	0	0	0	0	0	2	4	RF	58	exomes
adj_biallelic_rank	False	True	False	True	50	0.975	1.01	67	21	46	0	0	32	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	VQSR	67	exomes
adj_biallelic_rank	False	True	False	True	51	0.7390980769463331	0.7421955289198117	58	23	35	0	0	12	22	1	0	0	0	0	2	0	2	0	0	0	0	0	2	2	RF	58	exomes
adj_biallelic_rank	False	True	False	True	51	0.939	0.974	55	14	41	0	0	28	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	VQSR	55	exomes
adj_biallelic_rank	False	True	False	True	52	0.7350748335479296	0.7389272579472422	58	22	36	0	0	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	RF	58	exomes
adj_biallelic_rank	False	True	False	True	52	0.902	0.938	75	26	49	0	0	43	13	1	0	0	0	0	1	0	1	0	0	0	0	3	0	0	VQSR	75	exomes
adj_biallelic_rank	False	True	False	True	53	0.7307523699902818	0.7348735241990668	62	31	31	0	0	20	18	0	0	0	0	0	2	0	2	0	0	0	0	1	1	9	RF	62	exomes
adj_biallelic_rank	False	True	False	True	53	0.866	0.901	62	18	44	0	0	26	15	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	VQSR	62	exomes
adj_biallelic_rank	False	True	False	True	54	0.7271819474521345	0.7306911064751426	48	16	32	0	0	16	14	0	0	0	0	0	0	0	1	0	0	0	0	0	3	5	RF	48	exomes
adj_biallelic_rank	False	True	False	True	54	0.83	0.865	70	13	57	0	0	34	16	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	VQSR	70	exomes
adj_biallelic_rank	False	True	False	True	55	0.7230525028290382	0.7269001322962481	59	16	43	0	0	23	11	0	0	0	0	0	2	0	2	0	0	0	0	0	0	3	RF	59	exomes
adj_biallelic_rank	False	True	False	True	55	0.794	0.83	83	23	60	0	0	37	16	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	VQSR	83	exomes
adj_biallelic_rank	False	True	False	True	56	0.7184414315716832	0.7229812267375435	57	18	39	0	0	24	14	0	0	0	0	0	1	0	1	0	0	0	0	0	1	6	RF	57	exomes
adj_biallelic_rank	False	True	False	True	56	0.76	0.793	58	19	39	0	0	25	15	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	VQSR	58	exomes
adj_biallelic_rank	False	True	False	True	57	0.7131982397680316	0.7183084476593272	58	14	44	0	0	23	16	0	0	0	0	0	1	0	1	0	1	0	0	0	2	4	RF	58	exomes
adj_biallelic_rank	False	True	False	True	57	0.722	0.758	67	18	49	0	0	22	15	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	VQSR	67	exomes
adj_biallelic_rank	False	True	False	True	58	0.7088022092115639	0.7130706759259717	48	16	32	0	0	18	8	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	RF	48	exomes
adj_biallelic_rank	False	True	False	True	58	0.686	0.722	58	15	43	0	0	29	6	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	VQSR	58	exomes
adj_biallelic_rank	False	True	False	True	59	0.7047645705280924	0.7087645642556452	53	10	43	0	0	23	14	0	0	0	0	0	2	0	2	0	0	0	0	0	0	6	RF	53	exomes
adj_biallelic_rank	False	True	False	True	59	0.648	0.685	48	12	36	0	0	23	8	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	VQSR	48	exomes
adj_biallelic_rank	False	True	False	True	60	0.7004484749574695	0.704653024390823	42	14	28	0	0	16	11	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	RF	42	exomes
adj_biallelic_rank	False	True	False	True	60	0.611	0.647	68	16	52	0	0	27	19	1	0	0	0	0	3	0	3	0	0	0	0	1	0	0	VQSR	68	exomes
adj_biallelic_rank	False	True	False	True	61	0.6951872337040425	0.7000673546770175	60	14	46	0	0	23	14	0	0	0	0	0	2	0	2	0	0	0	0	0	1	4	RF	60	exomes
adj_biallelic_rank	False	True	False	True	61	0.571	0.608	54	13	41	0	0	21	15	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	VQSR	54	exomes
adj_biallelic_rank	False	True	False	True	62	0.6901379808871173	0.6950966607516239	51	19	32	0	0	24	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	RF	51	exomes
adj_biallelic_rank	False	True	False	True	62	0.531	0.569	54	16	38	0	0	19	12	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	VQSR	54	exomes
adj_biallelic_rank	False	True	False	True	63	0.6855103186369934	0.6896589937646648	43	18	25	0	0	12	9	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	RF	43	exomes
adj_biallelic_rank	False	True	False	True	63	0.489	0.53	65	13	52	0	0	30	20	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	VQSR	65	exomes
adj_biallelic_rank	False	True	False	True	64	0.6801397970075622	0.6854926429008948	43	10	33	0	0	21	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	RF	43	exomes
adj_biallelic_rank	False	True	False	True	64	0.446	0.488	52	13	39	0	0	22	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	VQSR	52	exomes
adj_biallelic_rank	False	True	False	True	65	0.674649311528274	0.6798499648038463	49	14	35	0	0	19	12	0	0	0	0	0	2	0	2	0	0	0	0	0	1	10	RF	49	exomes
adj_biallelic_rank	False	True	False	True	65	0.402	0.445	63	14	49	0	0	23	16	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	VQSR	63	exomes
adj_biallelic_rank	False	True	False	True	66	0.6689835908485154	0.6746052372783035	56	17	39	0	0	17	15	0	0	0	0	0	1	0	1	0	0	0	0	0	0	7	RF	56	exomes
adj_biallelic_rank	False	True	False	True	66	0.355	0.401	47	12	35	0	0	12	14	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	VQSR	47	exomes
adj_biallelic_rank	False	True	False	True	67	0.6629983556772648	0.6688798006424532	51	11	40	0	0	25	9	0	0	0	0	0	3	0	3	0	0	0	0	0	1	6	RF	51	exomes
adj_biallelic_rank	False	True	False	True	67	0.307	0.354	46	13	33	0	0	22	8	0	0	0	0	0	2	0	2	0	0	0	0	0	1	1	VQSR	46	exomes
adj_biallelic_rank	False	True	False	True	68	0.6559542954392024	0.6627882098262909	54	20	34	0	0	24	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	11	RF	54	exomes
adj_biallelic_rank	False	True	False	True	68	0.257	0.305	62	16	46	0	0	20	15	0	0	0	1	0	2	1	2	0	0	0	0	1	0	0	VQSR	62	exomes
adj_biallelic_rank	False	True	False	True	69	0.6486785330929793	0.6556931997025923	42	15	27	0	0	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	RF	42	exomes
adj_biallelic_rank	False	True	False	True	69	0.204	0.256	46	10	36	0	0	23	14	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	VQSR	46	exomes
adj_biallelic_rank	False	True	False	True	70	0.6401552209651981	0.6484082645032103	56	28	28	0	0	23	9	0	0	0	0	0	1	0	1	0	0	0	0	0	0	10	RF	56	exomes
adj_biallelic_rank	False	True	False	True	70	0.151	0.202	41	5	36	0	0	18	7	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	VQSR	41	exomes
adj_biallelic_rank	False	True	False	True	71	0.6309703793954343	0.6399834802290928	48	17	31	0	0	14	12	0	0	0	0	0	2	0	2	0	1	0	0	1	1	7	RF	48	exomes
adj_biallelic_rank	False	True	False	True	71	0.095	0.148	51	18	33	0	0	17	17	0	0	0	0	0	2	0	2	0	1	0	0	3	1	0	VQSR	51	exomes
adj_biallelic_rank	False	True	False	True	72	0.6176440636601997	0.630080163407119	48	14	34	0	0	20	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	RF	48	exomes
adj_biallelic_rank	False	True	False	True	72	0.031	0.089	53	18	35	0	0	27	9	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	VQSR	53	exomes
adj_biallelic_rank	False	True	False	True	73	0.5997476269210823	0.6175180873653373	53	23	30	0	0	20	9	0	0	0	0	0	1	2	1	0	1	0	0	0	2	9	RF	53	exomes
adj_biallelic_rank	False	True	False	True	73	-0.0295	0.03	42	17	25	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	VQSR	42	exomes
adj_biallelic_rank	False	True	False	True	74	0.5811367144233726	0.5995207687415257	75	22	53	0	0	36	12	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	RF	75	exomes
adj_biallelic_rank	False	True	False	True	74	-0.0895	-0.0325	49	11	38	0	0	21	11	0	0	0	0	0	1	1	1	0	0	0	0	4	0	2	VQSR	49	exomes
adj_biallelic_rank	False	True	False	True	75	0.5602945394198086	0.5804880746167432	53	14	39	0	0	20	8	0	0	0	0	0	0	0	0	0	3	0	0	0	3	4	RF	53	exomes
adj_biallelic_rank	False	True	False	True	75	-0.1558	-0.0941	49	16	33	0	0	23	11	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	VQSR	49	exomes
adj_biallelic_rank	False	True	False	True	76	0.5482943221743233	0.5597996742279057	64	16	48	0	0	35	9	0	0	0	0	0	0	0	0	0	2	0	0	0	2	7	RF	64	exomes
adj_biallelic_rank	False	True	False	True	76	-0.2177	-0.1581	48	14	34	0	0	22	6	0	0	0	0	0	1	0	1	0	0	0	0	1	0	3	VQSR	48	exomes
adj_biallelic_rank	False	True	False	True	77	0.5343342878223384	0.5481158679858658	54	13	41	0	0	31	11	1	0	0	0	0	1	0	1	0	2	0	0	0	2	6	RF	54	exomes
